------------------------------------------------------------------------------------------------------------------------------------------------------------------
Domain GRAPH
Species_1	Protein_1	Domain_1	Species_2	Protein_2	Domain_2	E-value_Domain	Weight_Domain	Relationship_domain
UP000000589_10090.fasta	sp|P18653|KS6A1_MOUSE	dom2-402-680	UP000005640_9606.fasta	sp|Q15418|KS6A1_HUMAN	dom2-413-691	0.0	1.3887478330521312	Ortholog
UP000000803_7227.fasta	tr|Q9VGQ0|Q9VGQ0_DROME	dom1-38-332	UP000000589_10090.fasta	sp|Q03141|MARK3_MOUSE	dom1-55-329	5.60e-146	1.008590695621954	Ortholog
UP000000589_10090.fasta	sp|Q61084|M3K3_MOUSE	dom1-360-624	UP000005640_9606.fasta	sp|Q99759|M3K3_HUMAN	dom1-360-625	0.0	1.3887478330521312	Ortholog
UP000005640_9606.fasta	sp|Q86Z02|HIPK1_HUMAN	dom1-190-518	UP000000803_7227.fasta	tr|Q9W0Q1|Q9W0Q1_DROME	dom1-192-520	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|Q04735|CDK16_MOUSE	dom1-165-446	UP000005640_9606.fasta	sp|Q00536|CDK16_HUMAN	dom1-165-446	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|Q6PCN3|TTBK1_MOUSE	dom1-34-295	UP000000803_7227.fasta	sp|Q8IMC6|ASATR_DROME	dom1-173-433	6.25e-160	1.1054718831944246	Ortholog
UP000000589_10090.fasta	sp|Q61846|MELK_MOUSE	dom1-4-263	UP000005640_9606.fasta	sp|Q14680|MELK_HUMAN	dom1-10-263	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|Q9DC28|KC1D_MOUSE	dom1-9-275	UP000000589_10090.fasta	sp|Q9DC28|KC1D_MOUSE	dom1-9-275	0.0	1.3887478330521312	Ortholog
UP000000803_7227.fasta	tr|Q9VEA9|Q9VEA9_DROME	dom2-509-665	UP000000589_10090.fasta	sp|Q8BLK9|KS6C1_MOUSE	dom1-336-1046	3.09e-27	0.18407881357910394	Ortholog
UP000005640_9606.fasta	sp|Q8IVT5|KSR1_HUMAN	dom1-610-879	UP000000803_7227.fasta	tr|Q24171|Q24171_DROME	dom1-676-942	1.69e-97	0.6719603131942156	Ortholog
UP000000589_10090.fasta	sp|O35904|PK3CD_MOUSE	dom1-675-1041	UP000005640_9606.fasta	sp|O00329|PK3CD_HUMAN	dom1-676-1042	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	tr|Q5U452|Q5U452_MOUSE	dom1-27-244	UP000000589_10090.fasta	sp|Q99PW4|PRPK_MOUSE	dom1-27-244	5.87e-161	1.2140350894267606	In_Paralog
UP000000589_10090.fasta	sp|Q9QUK0|CDKL2_MOUSE	dom1-4-295	UP000000803_7227.fasta	tr|Q9VMN3|Q9VMN3_DROME	dom1-47-335	2.06e-108	0.7477444177373822	Ortholog
UP000000589_10090.fasta	sp|Q9Z265|CHK2_MOUSE	dom1-222-490	UP000000803_7227.fasta	sp|O61267|LOK_DROME	dom1-174-467	1.63e-86	0.595688192833334	Ortholog
UP000000589_10090.fasta	sp|Q60805|MERTK_MOUSE	dom1-582-854	UP000000803_7227.fasta	tr|Q7KT06|Q7KT06_DROME	dom1-771-1048	4.88e-72	0.4951690122185853	Ortholog
UP000000589_10090.fasta	sp|P70236|MP2K6_MOUSE	dom1-52-314	UP000000803_7227.fasta	tr|O62602|O62602_DROME	dom1-44-307	8.90e-130	0.8960937749116381	Ortholog
UP000000589_10090.fasta	sp|Q8BYG9|EPHAA_MOUSE	dom1-644-901	UP000005640_9606.fasta	sp|Q5JZY3|EPHAA_HUMAN	dom1-645-902	1.20e-174	1.2076608008360192	Ortholog
UP000000803_7227.fasta	tr|Q9VEN3|Q9VEN3_DROME	dom1-10-279	UP000005640_9606.fasta	sp|Q9P289|STK26_HUMAN	dom1-24-291	2.33e-161	1.1153911819105469	Ortholog
UP000000589_10090.fasta	sp|A2KF29|SMKTR_MOUSE	dom1-8-272	UP000000589_10090.fasta	sp|Q8C0X8|SMKX_MOUSE	dom1-14-307	3.24e-69	0.5189283834825306	In_Paralog
UP000000803_7227.fasta	tr|Q9VEA9|Q9VEA9_DROME	dom1-344-429	UP000005640_9606.fasta	sp|Q96S38|KS6C1_HUMAN	dom1-337-1056	7.10e-12	0.07741395404737213	Ortholog
UP000000589_10090.fasta	sp|P42337|PK3CA_MOUSE	dom1-695-1064	UP000005640_9606.fasta	sp|P42336|PK3CA_HUMAN	dom1-695-1064	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	tr|E9QAN8|E9QAN8_MOUSE	dom1-981-1341	UP000000803_7227.fasta	tr|Q7K3H0|Q7K3H0_DROME	dom1-1223-1583	4.89e-148	1.0228870155365193	Ortholog
UP000000803_7227.fasta	tr|Q8T9L5|Q8T9L5_DROME	dom1-167-440	UP000005640_9606.fasta	sp|Q15831|STK11_HUMAN	dom1-44-344	1.87e-131	0.9077422334390911	Ortholog
UP000005640_9606.fasta	sp|Q99683|M3K5_HUMAN	dom1-677-962	UP000000589_10090.fasta	sp|O35099|M3K5_MOUSE	dom1-684-949	0.0	1.3887478330521312	Ortholog
UP000005640_9606.fasta	sp|O15197|EPHB6_HUMAN	dom1-668-921	UP000000803_7227.fasta	tr|Q9V4E5|Q9V4E5_DROME	dom1-707-1001	3.21e-95	0.6561381818688511	Ortholog
UP000000589_10090.fasta	sp|O35280|CHK1_MOUSE	dom1-9-265	UP000000803_7227.fasta	sp|O61661|CHK1_DROME	dom1-21-279	5.26e-117	0.8074111453862219	Ortholog
UP000000589_10090.fasta	sp|O08648|M3K4_MOUSE	dom1-1328-1591	UP000000803_7227.fasta	tr|Q8MSQ4|Q8MSQ4_DROME	dom1-1280-1542	1.84e-115	0.7966911781156851	Ortholog
UP000000589_10090.fasta	sp|Q8R2S1|RPKL1_MOUSE	dom1-150-534	UP000005640_9606.fasta	sp|Q9Y6S9|RPKL1_HUMAN	dom1-150-539	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|A7MCT6|EKI2_MOUSE	dom1-82-375	UP000000803_7227.fasta	sp|P54352|EAS_DROME	dom1-154-505	2.97e-88	0.6077663490701842	Ortholog
UP000000589_10090.fasta	sp|Q60936|COQ8A_MOUSE	dom1-292-542	UP000000803_7227.fasta	tr|Q9VYI6|Q9VYI6_DROME	dom1-313-563	1.80e-94	0.6509389358430017	Ortholog
UP000000589_10090.fasta	tr|A0A140LJ87|A0A140LJ87_MOUSE	dom1-23-297	UP000000589_10090.fasta	tr|J3KMT3|J3KMT3_MOUSE	dom1-29-294	0.0	1.5153526438774074	In_Paralog
UP000000589_10090.fasta	sp|Q3V3A1|CDK15_MOUSE	dom1-101-385	UP000000803_7227.fasta	tr|M9PE01|M9PE01_DROME	dom1-195-489	3.56e-134	0.9266319231963209	Ortholog
UP000000589_10090.fasta	sp|Q8C015|PAK5_MOUSE	dom1-447-700	UP000005640_9606.fasta	sp|Q9P286|PAK5_HUMAN	dom1-447-700	0.0	1.3887478330521312	Ortholog
UP000000803_7227.fasta	sp|Q9NI63|PMYT1_DROME	dom1-84-367	UP000005640_9606.fasta	sp|Q99640|PMYT1_HUMAN	dom1-106-366	1.10e-84	0.5829866698728067	Ortholog
UP000000589_10090.fasta	sp|Q8BK63|KC1A_MOUSE	dom1-17-283	UP000000589_10090.fasta	sp|Q8BK63|KC1A_MOUSE	dom1-17-283	0.0	1.3887478330521312	Ortholog
UP000000803_7227.fasta	tr|Q9VUQ9|Q9VUQ9_DROME	dom1-835-1110	UP000005640_9606.fasta	sp|O15021|MAST4_HUMAN	dom1-569-843	7.62e-163	1.1257054186609998	Ortholog
UP000000589_10090.fasta	sp|O54992|MAPK5_MOUSE	dom1-6-304	UP000005640_9606.fasta	sp|Q8IW41|MAPK5_HUMAN	dom1-6-304	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|P11798|KCC2A_MOUSE	dom1-9-274	UP000000589_10090.fasta	sp|P11798|KCC2A_MOUSE	dom1-9-274	0.0	1.3887478330521312	Ortholog
UP000005640_9606.fasta	sp|Q8IYT8|ULK2_HUMAN	dom1-1-271	UP000000803_7227.fasta	tr|Q8MQJ7|Q8MQJ7_DROME	dom1-1-274	3.89e-121	0.8360959828442842	Ortholog
UP000000589_10090.fasta	sp|P35991|BTK_MOUSE	dom1-401-657	UP000005640_9606.fasta	sp|Q06187|BTK_HUMAN	dom1-401-657	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|Q8K1Y2|KPCD3_MOUSE	dom1-573-840	UP000000803_7227.fasta	tr|A0A0B4KHC3|A0A0B4KHC3_DROME	dom1-541-829	5.77e-171	1.1820939909541135	Ortholog
UP000000589_10090.fasta	sp|Q9Z138|ROR2_MOUSE	dom1-472-749	UP000000803_7227.fasta	sp|Q24488|ROR1_DROME	dom1-405-676	8.24e-108	0.7435638701957618	Ortholog
UP000005640_9606.fasta	sp|Q9UK32|KS6A6_HUMAN	dom1-73-346	UP000000803_7227.fasta	tr|Q9VR61|Q9VR61_DROME	dom1-199-511	1.02e-152	1.0553886357701285	Ortholog
UP000000589_10090.fasta	sp|Q9WUA6|AKT3_MOUSE	dom1-147-406	UP000000803_7227.fasta	sp|Q8INB9|AKT1_DROME	dom1-261-553	3.70e-156	1.0792778652154897	Ortholog
UP000005640_9606.fasta	sp|Q13523|PRP4B_HUMAN	dom1-687-1003	UP000000589_10090.fasta	sp|Q61136|PRP4B_MOUSE	dom1-687-1003	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|P27038|AVR2A_MOUSE	dom1-192-481	UP000000589_10090.fasta	sp|P27038|AVR2A_MOUSE	dom1-192-481	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|O35099|M3K5_MOUSE	dom1-684-949	UP000000803_7227.fasta	tr|Q9VDS9|Q9VDS9_DROME	dom1-580-853	1.12e-144	0.9995566826858829	Ortholog
UP000000803_7227.fasta	sp|Q27324|RYK1_DROME	dom1-343-602	UP000005640_9606.fasta	sp|P34925|RYK_HUMAN	dom1-330-599	4.66e-90	0.6202954274062301	Ortholog
UP000005640_9606.fasta	sp|P49761|CLK3_HUMAN	dom1-304-620	UP000000803_7227.fasta	sp|P49762|DOA_DROME	dom1-479-799	8.59e-155	1.069794165703621	Ortholog
UP000000589_10090.fasta	sp|Q3U3Q1|ULK3_MOUSE	dom1-11-277	UP000000803_7227.fasta	tr|Q9VHF6|Q9VHF6_DROME	dom1-6-296	6.03e-99	0.6820118574791665	Ortholog
UP000005640_9606.fasta	sp|P24723|KPCL_HUMAN	dom1-352-614	UP000000803_7227.fasta	sp|P13678|KPC3_DROME	dom1-405-665	1.09e-142	0.9857510816274443	Ortholog
UP000000803_7227.fasta	tr|A1ZBH7|A1ZBH7_DROME	dom1-25-305	UP000005640_9606.fasta	sp|Q8IVH8|M4K3_HUMAN	dom1-15-300	1.86e-173	1.199395448003783	Ortholog
UP000000803_7227.fasta	tr|Q9W179|Q9W179_DROME	dom1-35-310	UP000005640_9606.fasta	sp|Q9H2G2|SLK_HUMAN	dom1-26-305	6.94e-133	0.917675128272607	Ortholog
UP000000803_7227.fasta	tr|Q9VJ90|Q9VJ90_DROME	dom1-145-517	UP000005640_9606.fasta	sp|O00311|CDC7_HUMAN	dom1-58-472	4.90e-79	0.5437628525029885	Ortholog
UP000000803_7227.fasta	tr|Q8MLX0|Q8MLX0_DROME	dom1-603-882	UP000000589_10090.fasta	sp|Q6VVW5|ANPRB_MOUSE	dom1-508-788	1.77e-81	0.5607210107045391	Ortholog
UP000000803_7227.fasta	tr|A4V2C3|A4V2C3_DROME	dom1-280-573	UP000005640_9606.fasta	sp|Q96RR4|KKCC2_HUMAN	dom1-165-446	4.40e-105	0.72462464480166	Ortholog
UP000000803_7227.fasta	tr|Q9VYN5|Q9VYN5_DROME	dom1-17-288	UP000005640_9606.fasta	sp|P48729|KC1A_HUMAN	dom1-17-283	6.51e-133	0.9178680148052349	Ortholog
UP000000589_10090.fasta	tr|A0A087WRH8|A0A087WRH8_MOUSE	dom1-23-293	UP000000803_7227.fasta	tr|A1ZBL9|A1ZBL9_DROME	dom1-247-537	5.12e-86	0.5922365826056457	Ortholog
UP000005640_9606.fasta	sp|Q8NEV4|MYO3A_HUMAN	dom1-16-289	UP000000803_7227.fasta	tr|Q9W002|Q9W002_DROME	dom1-32-309	9.77e-103	0.7083315643702749	Ortholog
UP000000589_10090.fasta	sp|P39688|FYN_MOUSE	dom1-271-528	UP000000803_7227.fasta	sp|Q9V9J3|SRC42_DROME	dom1-241-502	1.27e-127	0.8811340880254017	Ortholog
UP000000803_7227.fasta	sp|P54352|EAS_DROME	dom1-154-505	UP000005640_9606.fasta	sp|Q9HBU6|EKI1_HUMAN	dom1-138-442	2.59e-92	0.6359541574451365	Ortholog
UP000000589_10090.fasta	sp|Q9QYK9|KCC1B_MOUSE	dom1-15-289	UP000005640_9606.fasta	sp|Q6P2M8|KCC1B_HUMAN	dom1-7-289	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|Q4JIM5|ABL2_MOUSE	dom1-287-542	UP000005640_9606.fasta	sp|P42684|ABL2_HUMAN	dom1-287-542	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|P54761|EPHB4_MOUSE	dom1-615-879	UP000005640_9606.fasta	sp|P54760|EPHB4_HUMAN	dom1-615-880	0.0	1.3887478330521312	Ortholog
UP000005640_9606.fasta	sp|Q9BZL6|KPCD2_HUMAN	dom1-549-807	UP000000803_7227.fasta	tr|A0A0B4KHC3|A0A0B4KHC3_DROME	dom1-541-829	4.32e-164	1.1343605897211024	Ortholog
UP000000803_7227.fasta	sp|Q7JQ32|GC76C_DROME	dom1-548-823	UP000000803_7227.fasta	tr|Q9VF17|Q9VF17_DROME	dom1-594-879	2.62e-71	0.534780818737786	In_Paralog
UP000000589_10090.fasta	sp|Q80UW5|MRCKG_MOUSE	dom1-71-337	UP000005640_9606.fasta	sp|Q6DT37|MRCKG_HUMAN	dom1-71-337	0.0	1.3887478330521312	Ortholog
UP000000803_7227.fasta	sp|P54350|WEE1_DROME	dom1-235-517	UP000005640_9606.fasta	sp|P30291|WEE1_HUMAN	dom1-299-569	3.14e-103	0.7117545841621424	Ortholog
UP000000803_7227.fasta	sp|Q5EAK6|ATM_DROME	dom1-2401-2730	UP000005640_9606.fasta	sp|Q13315|ATM_HUMAN	dom1-2683-2968	1.09e-120	0.8329888199917099	Ortholog
UP000000803_7227.fasta	tr|Q9VL83|Q9VL83_DROME	dom1-220-422	UP000000589_10090.fasta	sp|Q8R071|IP3KA_MOUSE	dom1-243-454	9.51e-66	0.4514945545410501	Ortholog
UP000000589_10090.fasta	sp|Q3UMW7|MAPK3_MOUSE	dom1-42-306	UP000000803_7227.fasta	sp|P49071|MAPK2_DROME	dom1-17-283	3.74e-137	0.9473143946598449	Ortholog
UP000005640_9606.fasta	sp|Q8TD19|NEK9_HUMAN	dom1-49-319	UP000000803_7227.fasta	tr|Q9VC32|Q9VC32_DROME	dom1-102-365	3.22e-70	0.4825353228616441	Ortholog
UP000000589_10090.fasta	sp|Q3V3A1|CDK15_MOUSE	dom1-101-385	UP000005640_9606.fasta	sp|Q96Q40|CDK15_HUMAN	dom1-103-387	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|A2AAJ9|OBSCN_MOUSE	dom1-7415-7689	UP000005640_9606.fasta	sp|Q5VST9|OBSCN_HUMAN	dom1-6467-6723	4.81e-180	1.2451364122637114	Ortholog
UP000000589_10090.fasta	sp|Q78DX7|ROS1_MOUSE	dom1-1948-2213	UP000000803_7227.fasta	sp|P13368|7LESS_DROME	dom1-2209-2483	4.20e-101	0.6969899751838695	Ortholog
UP000005640_9606.fasta	sp|Q05655|KPCD_HUMAN	dom1-330-621	UP000000803_7227.fasta	sp|P05130|KPC1_DROME	dom1-350-620	6.47e-118	0.8137305136878007	Ortholog
UP000000589_10090.fasta	sp|Q8CEQ0|CDKL1_MOUSE	dom1-4-287	UP000000803_7227.fasta	tr|Q9VMN3|Q9VMN3_DROME	dom1-47-335	4.63e-147	1.0161080364983321	Ortholog
UP000005640_9606.fasta	sp|P32298|GRK4_HUMAN	dom1-187-449	UP000000803_7227.fasta	sp|P32866|GPRK2_DROME	dom1-309-574	1.01e-133	0.9234873024872852	Ortholog
UP000005640_9606.fasta	sp|P30530|UFO_HUMAN	dom1-533-805	UP000000803_7227.fasta	tr|Q7KJ08|Q7KJ08_DROME	dom1-1193-1466	7.84e-72	0.49373932242818364	Ortholog
UP000000803_7227.fasta	tr|Q1EC11|Q1EC11_DROME	dom1-23-357	UP000000589_10090.fasta	sp|P00536|MOS_MOUSE	dom1-59-337	5.86e-31	0.20992383337182527	Ortholog
UP000000589_10090.fasta	sp|Q9Z2B5|E2AK3_MOUSE	dom1-589-1075	UP000005640_9606.fasta	sp|Q9NZJ5|E2AK3_HUMAN	dom1-593-1077	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|P53349|M3K1_MOUSE	dom1-1218-1489	UP000005640_9606.fasta	sp|Q13233|M3K1_HUMAN	dom1-1237-1508	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|O35495|CDK14_MOUSE	dom1-128-419	UP000005640_9606.fasta	sp|O94921|CDK14_HUMAN	dom1-128-419	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|Q60629|EPHA5_MOUSE	dom1-514-797	UP000000803_7227.fasta	tr|Q9V4E5|Q9V4E5_DROME	dom1-707-1001	2.98e-148	1.0243805624129072	Ortholog
UP000000589_10090.fasta	sp|P28867|KPCD_MOUSE	dom1-344-619	UP000000803_7227.fasta	sp|P05130|KPC1_DROME	dom1-350-620	4.55e-120	0.8286796403251229	Ortholog
UP000000803_7227.fasta	tr|Q9VK37|Q9VK37_DROME	dom1-44-331	UP000005640_9606.fasta	sp|P49840|GSK3A_HUMAN	dom1-119-403	1.19e-69	0.47859342400834753	Ortholog
UP000000589_10090.fasta	sp|O88904|HIPK1_MOUSE	dom1-190-518	UP000000803_7227.fasta	tr|Q9W0Q1|Q9W0Q1_DROME	dom1-192-520	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|Q5EG47|AAPK1_MOUSE	dom1-27-300	UP000000803_7227.fasta	tr|O18645|O18645_DROME	dom1-27-320	6.01e-165	1.1403086610919413	Ortholog
UP000000589_10090.fasta	sp|P83741|WNK1_MOUSE	dom1-218-480	UP000000589_10090.fasta	sp|P83741|WNK1_MOUSE	dom1-218-480	0.0	1.3887478330521312	Ortholog
UP000005640_9606.fasta	sp|P54753|EPHB3_HUMAN	dom1-629-894	UP000000803_7227.fasta	tr|Q9V4E5|Q9V4E5_DROME	dom1-707-1001	6.00e-139	0.9597764646574458	Ortholog
UP000000589_10090.fasta	sp|O35607|BMPR2_MOUSE	dom1-203-503	UP000005640_9606.fasta	sp|Q13873|BMPR2_HUMAN	dom1-203-503	0.0	1.3887478330521312	Ortholog
UP000000803_7227.fasta	tr|Q9VTL5|Q9VTL5_DROME	dom1-196-395	UP000005640_9606.fasta	sp|Q9BRS2|RIOK1_HUMAN	dom1-175-371	7.24e-106	0.7300665511636414	Ortholog
UP000000803_7227.fasta	sp|Q27324|RYK1_DROME	dom1-343-602	UP000000803_7227.fasta	sp|Q9V422|RYK2_DROME	dom1-315-576	2.82e-151	1.1406798152439668	In_Paralog
UP000000803_7227.fasta	tr|A1Z6G6|A1Z6G6_DROME	dom1-65-248	UP000000589_10090.fasta	sp|Q9DBQ7|PACE1_MOUSE	dom1-11-245	6.29e-20	0.13332916153907412	Ortholog
UP000000803_7227.fasta	tr|Q9VMS5|Q9VMS5_DROME	dom1-814-1058	UP000000589_10090.fasta	sp|O08901|BUB1_MOUSE	dom1-763-1039	9.94e-51	0.34720510652805614	Ortholog
UP000000589_10090.fasta	sp|P08923|LTK_MOUSE	dom1-506-785	UP000000803_7227.fasta	tr|Q7KJ08|Q7KJ08_DROME	dom1-1193-1466	1.32e-111	0.7699178134155094	Ortholog
UP000005640_9606.fasta	sp|P20794|MAK_HUMAN	dom1-4-284	UP000000803_7227.fasta	tr|Q9VL64|Q9VL64_DROME	dom1-4-284	3.33e-154	1.0657081149642786	Ortholog
UP000000589_10090.fasta	sp|O55229|CHKB_MOUSE	dom1-69-385	UP000000803_7227.fasta	tr|Q8IMF4|Q8IMF4_DROME	dom1-172-352	1.67e-44	0.3039780381880128	Ortholog
UP000005640_9606.fasta	sp|Q9UF33|EPHA6_HUMAN	dom1-631-932	UP000000803_7227.fasta	tr|Q9V4E5|Q9V4E5_DROME	dom1-707-1001	2.26e-132	0.9141147331767495	Ortholog
UP000000589_10090.fasta	sp|P47809|MP2K4_MOUSE	dom1-99-394	UP000000803_7227.fasta	tr|O61444|O61444_DROME	dom1-117-389	2.28e-146	1.0113005119123273	Ortholog
UP000000589_10090.fasta	sp|Q8R3L8|CDK8_MOUSE	dom1-20-335	UP000005640_9606.fasta	sp|P49336|CDK8_HUMAN	dom1-20-335	0.0	1.3887478330521312	Ortholog
UP000000803_7227.fasta	sp|Q9W2Q7|IPPK_DROME	dom1-51-350	UP000005640_9606.fasta	sp|Q9H8X2|IPPK_HUMAN	dom1-13-455	3.98e-19	0.12776561255781754	Ortholog
UP000000589_10090.fasta	sp|Q9JKV2|ICK_MOUSE	dom1-4-290	UP000005640_9606.fasta	sp|Q9UPZ9|ICK_HUMAN	dom1-2-290	0.0	1.3887478330521312	Ortholog
UP000005640_9606.fasta	sp|Q9P0L2|MARK1_HUMAN	dom1-59-322	UP000000803_7227.fasta	tr|A1ZBL9|A1ZBL9_DROME	dom1-247-537	2.93e-175	1.21191254694017	Ortholog
UP000000589_10090.fasta	tr|A0A140LI04|A0A140LI04_MOUSE	dom1-22-286	UP000000589_10090.fasta	tr|Q3UTA8|Q3UTA8_MOUSE	dom1-23-287	0.0	1.5153526438774074	In_Paralog
UP000005640_9606.fasta	sp|Q14680|MELK_HUMAN	dom1-10-263	UP000000803_7227.fasta	tr|O18645|O18645_DROME	dom1-27-320	5.96e-79	0.5431722862391117	Ortholog
UP000000589_10090.fasta	sp|P14234|FGR_MOUSE	dom1-251-502	UP000000803_7227.fasta	sp|Q9V9J3|SRC42_DROME	dom1-241-502	9.95e-118	0.8124325982949823	Ortholog
UP000000803_7227.fasta	tr|Q9VCV0|Q9VCV0_DROME	dom1-10-266	UP000005640_9606.fasta	sp|O43318|M3K7_HUMAN	dom1-31-298	2.51e-74	0.5110614681561152	Ortholog
UP000005640_9606.fasta	sp|Q9Y4K4|M4K5_HUMAN	dom1-19-311	UP000000803_7227.fasta	tr|A1ZBH7|A1ZBH7_DROME	dom1-25-305	2.07e-162	1.1226917291094163	Ortholog
UP000005640_9606.fasta	sp|P42336|PK3CA_HUMAN	dom1-695-1064	UP000000803_7227.fasta	tr|P91634|P91634_DROME	dom1-722-1086	7.67e-113	0.7784987374525606	Ortholog
UP000000589_10090.fasta	sp|Q99MK8|ARBK1_MOUSE	dom1-191-472	UP000000803_7227.fasta	sp|P32865|GPRK1_DROME	dom1-191-454	1.33e-169	1.172631925438986	Ortholog
UP000000589_10090.fasta	sp|Q9JKK8|ATR_MOUSE	dom1-2284-2558	UP000005640_9606.fasta	sp|Q13535|ATR_HUMAN	dom1-2293-2567	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	tr|A0A140LJ87|A0A140LJ87_MOUSE	dom1-23-297	UP000000589_10090.fasta	tr|Q3UTA8|Q3UTA8_MOUSE	dom1-23-287	0.0	1.5153526438774074	In_Paralog
UP000005640_9606.fasta	sp|Q56UN5|M3K19_HUMAN	dom1-1059-1328	UP000000803_7227.fasta	tr|Q9VDS9|Q9VDS9_DROME	dom1-580-853	8.51e-68	0.4657170749304317	Ortholog
UP000000589_10090.fasta	sp|Q04736|YES_MOUSE	dom1-275-532	UP000005640_9606.fasta	sp|P07947|YES_HUMAN	dom1-277-534	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|Q9D4V0|EKI1_MOUSE	dom1-49-353	UP000005640_9606.fasta	sp|Q9HBU6|EKI1_HUMAN	dom1-138-442	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|Q9D411|TSSK4_MOUSE	dom1-25-324	UP000000803_7227.fasta	tr|Q8T4D4|Q8T4D4_DROME	dom1-76-336	6.57e-79	0.5428784333788188	Ortholog
UP000000803_7227.fasta	sp|A1Z9X0|APKC_DROME	dom1-264-548	UP000005640_9606.fasta	sp|P41743|KPCI_HUMAN	dom1-254-522	4.28e-180	1.2454884689173615	Ortholog
UP000000589_10090.fasta	sp|Q3UTQ8|CDKL5_MOUSE	dom1-11-297	UP000005640_9606.fasta	sp|O76039|CDKL5_HUMAN	dom1-6-297	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|Q641K5|NUAK1_MOUSE	dom1-55-319	UP000005640_9606.fasta	sp|O60285|NUAK1_HUMAN	dom1-55-318	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|Q9JKV2|ICK_MOUSE	dom1-4-290	UP000000803_7227.fasta	tr|Q9VL64|Q9VL64_DROME	dom1-4-284	7.18e-157	1.0842223441121008	Ortholog
UP000000803_7227.fasta	sp|Q8IMC6|ASATR_DROME	dom1-173-433	UP000005640_9606.fasta	sp|Q6IQ55|TTBK2_HUMAN	dom1-21-282	3.33e-160	1.1073705499558426	Ortholog
UP000000589_10090.fasta	sp|Q62101|KPCD1_MOUSE	dom1-587-847	UP000000803_7227.fasta	tr|A0A0B4KHC3|A0A0B4KHC3_DROME	dom1-541-829	6.25e-170	1.1749092748470313	Ortholog
UP000000803_7227.fasta	tr|M9PGC5|M9PGC5_DROME	dom1-468-729	UP000005640_9606.fasta	sp|Q9BYP7|WNK3_HUMAN	dom1-144-405	1.01e-142	0.985980954974631	Ortholog
UP000000803_7227.fasta	tr|M9PE88|M9PE88_DROME	dom1-224-527	UP000005640_9606.fasta	sp|Q13873|BMPR2_HUMAN	dom1-203-503	4.81e-111	0.7660184098607262	Ortholog
UP000000589_10090.fasta	sp|O54949|NLK_MOUSE	dom1-138-427	UP000000589_10090.fasta	sp|O54949|NLK_MOUSE	dom1-138-427	0.0	1.3887478330521312	Ortholog
UP000000803_7227.fasta	sp|Q24145|SHARK_DROME	dom1-660-923	UP000005640_9606.fasta	sp|P43403|ZAP70_HUMAN	dom1-338-599	9.44e-72	0.49317926867692746	Ortholog
UP000005640_9606.fasta	sp|Q92772|CDKL2_HUMAN	dom1-4-287	UP000000803_7227.fasta	tr|Q9VMN3|Q9VMN3_DROME	dom1-47-335	5.15e-114	0.7866436611053059	Ortholog
UP000000589_10090.fasta	sp|Q60680|IKKA_MOUSE	dom1-6-306	UP000005640_9606.fasta	sp|O15111|IKKA_HUMAN	dom1-6-304	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|P97793|ALK_MOUSE	dom1-1120-1389	UP000005640_9606.fasta	sp|Q9UM73|ALK_HUMAN	dom1-1116-1385	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|P00536|MOS_MOUSE	dom1-59-337	UP000005640_9606.fasta	sp|P00540|MOS_HUMAN	dom1-56-345	2.92e-158	1.0938792909787407	Ortholog
UP000000589_10090.fasta	sp|Q62312|TGFR2_MOUSE	dom1-269-565	UP000000803_7227.fasta	tr|A0A0B4KG59|A0A0B4KG59_DROME	dom1-202-489	5.45e-84	0.5781607446478758	Ortholog
UP000000589_10090.fasta	sp|Q3UFB7|NTRK1_MOUSE	dom1-508-786	UP000000803_7227.fasta	sp|Q24488|ROR1_DROME	dom1-405-676	3.30e-96	0.6629985343129593	Ortholog
