Species_1	Protein_1	Domain_1	Species_2	Protein_2	Domain_2	E-value	Weight	Relationship
UP000000803_7227.fasta	sp|Q9V6K3|ROR2_DROME	dom1_439_713	UP000000589_10090.fasta	sp|Q61006|MUSK_MOUSE	dom1_574_860	7.93817989214e-130	1.02154825624	Ortholog
UP000000803_7227.fasta	sp|Q9V9J3|SRC42_DROME	dom1_241_502	UP000000589_10090.fasta	sp|Q922K9|FRK_MOUSE	dom1_234_501	2.51982142224e-139	1.09670707191	Ortholog
UP000000803_7227.fasta	sp|Q9VA38|WARTS_DROME	dom1_719_1020	UP000000589_10090.fasta	sp|Q8BYR2|LATS1_MOUSE	dom1_704_1010	4.2248550271e-172	1.35605441273	Ortholog
UP000000803_7227.fasta	tr|Q9VAH7|Q9VAH7_DROME	dom1_15_261	UP000000589_10090.fasta	sp|Q9EQC5|SCYL1_MOUSE	dom1_29_261	1.35941163744e-83	0.655709510601	Ortholog
UP000000803_7227.fasta	tr|Q9VAR0|Q9VAR0_DROME	dom1_31_314	UP000000589_10090.fasta	sp|Q8CFE4|SCYL2_MOUSE	dom1_32_327	1.47969591471e-88	0.694982286677	Ortholog
UP000000803_7227.fasta	tr|Q9VBU2|Q9VBU2_DROME	dom1_9_276	UP000000589_10090.fasta	sp|Q9CQS5|RIOK2_MOUSE	dom1_9_276	6.5e-136	1.06971211548	Ortholog
UP000000803_7227.fasta	tr|Q9VC32|Q9VC32_DROME	dom1_102_365	UP000000589_10090.fasta	sp|Q91ZR4|NEK8_MOUSE	dom1_4_264	1.71997092999e-86	0.678639538939	Ortholog
UP000000803_7227.fasta	tr|Q9VD82|Q9VD82_DROME	dom1_8_292	UP000000589_10090.fasta	sp|Q9JHU3|CDK20_MOUSE	dom1_3_288	4.74998947367e-85	0.667235796943	Ortholog
UP000000803_7227.fasta	tr|Q9VDS9|Q9VDS9_DROME	dom1_580_853	UP000000589_10090.fasta	sp|O35099|M3K5_MOUSE	dom1_684_949	7.55919969309e-145	1.14040877977	Ortholog
UP000000803_7227.fasta	tr|Q9VE06|Q9VE06_DROME	dom1_110_372	UP000000589_10090.fasta	sp|O70146|TESK1_MOUSE	dom1_51_312	8.77498717948e-108	0.847121637996	Ortholog
UP000000803_7227.fasta	tr|Q9VE58|Q9VE58_DROME	dom1_28_291	UP000000589_10090.fasta	sp|Q61241|TSSK1_MOUSE	dom1_9_277	5.19975960983e-84	0.659012069409	Ortholog
UP000000803_7227.fasta	tr|Q9VEN3|Q9VEN3_DROME	dom1_10_279	UP000000589_10090.fasta	sp|Q99JT2|STK26_MOUSE	dom1_24_291	2.54198741146e-166	1.31032332065	Ortholog
UP000000803_7227.fasta	sp|Q9VEZ5|IKKB_DROME	dom1_36_331	UP000000589_10090.fasta	sp|O88351|IKKB_MOUSE	dom1_15_309	2.73499542961e-52	0.408009474872	Ortholog
UP000000803_7227.fasta	tr|Q9VF17|Q9VF17_DROME	dom1_594_879	UP000000589_10090.fasta	sp|Q6VVW5|ANPRB_MOUSE	dom1_508_788	6.85973760431e-89	0.697624102648	Ortholog
UP000000803_7227.fasta	tr|Q9VGF9|Q9VGF9_DROME	dom1_149_409	UP000000589_10090.fasta	sp|P97477|AURKA_MOUSE	dom1_119_382	1.324990566e-124	0.980223578392	Ortholog
UP000000803_7227.fasta	tr|Q9VGI4|Q9VGI4_DROME	dom1_113_403	UP000000589_10090.fasta	sp|O08605|MKNK1_MOUSE	dom1_48_343	1.61996913551e-141	1.11405090622	Ortholog
UP000000803_7227.fasta	tr|Q9VHF6|Q9VHF6_DROME	dom1_6_296	UP000000589_10090.fasta	sp|Q3U3Q1|ULK3_MOUSE	dom1_11_277	3.11207326392e-99	0.779468517972	Ortholog
UP000000803_7227.fasta	tr|Q9VHH2|Q9VHH2_DROME	dom1_28_318	UP000000589_10090.fasta	sp|Q8VD65|PI3R4_MOUSE	dom1_26_313	8.74419807644e-107	0.83922088932	Ortholog
UP000000803_7227.fasta	tr|Q9VI84|Q9VI84_DROME	dom1_30_312	UP000000589_10090.fasta	sp|O88697|STK16_MOUSE	dom1_20_296	5.34966354082e-76	0.595611778673	Ortholog
UP000000803_7227.fasta	tr|Q9VJ30|Q9VJ30_DROME	dom1_46_316	UP000000589_10090.fasta	sp|Q3UHJ0|AAK1_MOUSE	dom1_46_313	8.659855657e-133	1.04498771564	Ortholog
UP000000803_7227.fasta	tr|Q9VJ68|Q9VJ68_DROME	dom1_63_393	UP000000589_10090.fasta	sp|Q5U5V2|HYKK_MOUSE	dom1_14_354	2.14471443321e-54	0.424670622913	Ortholog
UP000000803_7227.fasta	tr|Q9VJ90|Q9VJ90_DROME	dom1_145_517	UP000000589_10090.fasta	sp|Q9Z0H0|CDC7_MOUSE	dom1_52_463	1.25331560271e-78	0.616424620349	Ortholog
UP000000803_7227.fasta	sp|Q9VK45|TOR_DROME	dom1_2022_2352	UP000000589_10090.fasta	sp|Q9JLN9|MTOR_MOUSE	dom1_2115_2482	1e-200	1.58256552759	Ortholog
UP000000803_7227.fasta	tr|Q9VL64|Q9VL64_DROME	dom1_4_284	UP000000589_10090.fasta	sp|Q9JKV2|ICK_MOUSE	dom1_4_290	7.26955982161e-158	1.24340980157	Ortholog
UP000000803_7227.fasta	tr|Q9VMN3|Q9VMN3_DROME	dom1_47_335	UP000000589_10090.fasta	sp|Q8CEQ0|CDKL1_MOUSE	dom1_4_287	6.43476495297e-148	1.16470071062	Ortholog
UP000000803_7227.fasta	tr|Q9VMT1|Q9VMT1_DROME	dom1_266_561	UP000000589_10090.fasta	sp|P36895|BMR1A_MOUSE	dom1_234_523	4.08475213446e-146	1.15043678623	Ortholog
UP000000803_7227.fasta	tr|Q9VMY8|Q9VMY8_DROME	dom1_50_321	UP000000589_10090.fasta	sp|Q99KY4|GAK_MOUSE	dom1_40_315	3.63491402924e-101	0.79476049788	Ortholog
UP000000803_7227.fasta	tr|Q9VN23|Q9VN23_DROME	dom1_148_413	UP000000589_10090.fasta	sp|Q9JJX8|ST32B_MOUSE	dom1_20_331	4.05198716681e-117	0.920992461009	Ortholog
UP000000803_7227.fasta	tr|Q9VND3|Q9VND3_DROME	dom1_292_663	UP000000589_10090.fasta	sp|Q8CBQ5|P4K2B_MOUSE	dom1_117_415	2.75370659294e-101	0.795714598778	Ortholog
UP000000803_7227.fasta	sp|Q9VP22|CDK12_DROME	dom1_797_1098	UP000000589_10090.fasta	sp|Q69ZA1|CDK13_MOUSE	dom1_704_998	6.98448280118e-168	1.32267555433	Ortholog
UP000000803_7227.fasta	sp|Q9VPC0|KP58_DROME	dom1_558_851	UP000000589_10090.fasta	sp|P24788|CD11B_MOUSE	dom1_427_712	2.76971117628e-162	1.27837716954	Ortholog
UP000000803_7227.fasta	tr|Q9VPW3|Q9VPW3_DROME	dom1_56_340	UP000000589_10090.fasta	sp|Q8BHI9|NIM1_MOUSE	dom1_65_354	2.70488447073e-101	0.795776073092	Ortholog
UP000000803_7227.fasta	tr|Q9VR42|Q9VR42_DROME	dom1_278_487	UP000000589_10090.fasta	sp|Q9DBU3|RIOK3_MOUSE	dom1_253_453	4.37332825203e-86	0.675432541359	Ortholog
UP000000803_7227.fasta	tr|Q9VR61|Q9VR61_DROME	dom1_199_511	UP000000589_10090.fasta	sp|Q9WUT3|KS6A2_MOUSE	dom1_59_373	1.57499206347e-175	1.3831838069	Ortholog
UP000000803_7227.fasta	tr|Q9VR61|Q9VR61_DROME	dom2_568_834	UP000000589_10090.fasta	sp|Q9WUT3|KS6A2_MOUSE	dom2_415_672	6.11800621118e-114	0.89583804206	Ortholog
UP000000803_7227.fasta	tr|Q9VRJ6|Q9VRJ6_DROME	dom1_3_224	UP000000589_10090.fasta	sp|Q99PW4|PRPK_MOUSE	dom1_27_244	1.84493902338e-67	0.528054781886	Ortholog
UP000000803_7227.fasta	sp|Q9VT57|CDK8_DROME	dom1_21_335	UP000000589_10090.fasta	sp|Q8R3L8|CDK8_MOUSE	dom1_20_335	1e-200	1.58256552759	Ortholog
UP000000803_7227.fasta	tr|Q9VTG5|Q9VTG5_DROME	dom1_143_395	UP000000589_10090.fasta	sp|Q80V03|ADCK5_MOUSE	dom1_169_420	8.61945473914e-88	0.688926541773	Ortholog
UP000000803_7227.fasta	tr|Q9VTL5|Q9VTL5_DROME	dom1_196_395	UP000000589_10090.fasta	sp|Q922Q2|RIOK1_MOUSE	dom1_130_370	4.1918969453e-100	0.786357736017	Ortholog
UP000000803_7227.fasta	tr|Q9VUQ9|Q9VUQ9_DROME	dom1_835_1110	UP000000589_10090.fasta	sp|Q811L6|MAST4_MOUSE	dom1_567_841	3.81499672346e-163	1.28518964185	Ortholog
UP000000803_7227.fasta	tr|Q9VUV4|Q9VUV4_DROME	dom1_14_271	UP000000589_10090.fasta	sp|Q5RJI5|BRSK1_MOUSE	dom1_30_352	1.83804243694e-173	1.36682738159	Ortholog
UP000000803_7227.fasta	tr|Q9VW24|Q9VW24_DROME	dom1_139_454	UP000000589_10090.fasta	sp|Q1HKZ5|M3K13_MOUSE	dom1_147_414	3.50803363724e-140	1.10348287381	Ortholog
UP000000803_7227.fasta	tr|Q9VX24|Q9VX24_DROME	dom1_28_292	UP000000589_10090.fasta	sp|Q9JJ78|TOPK_MOUSE	dom1_31_323	3.54067790119e-59	0.462512004435	Ortholog
UP000000803_7227.fasta	tr|Q9VXE3|Q9VXE3_DROME	dom1_87_361	UP000000589_10090.fasta	sp|P70336|ROCK2_MOUSE	dom1_92_359	2.93972787856e-154	1.21486982263	Ortholog
UP000000803_7227.fasta	sp|Q9VXE5|PAKM_DROME	dom1_365_620	UP000000589_10090.fasta	sp|Q8C015|PAK5_MOUSE	dom1_447_700	1.16498927034e-161	1.27344045574	Ortholog
UP000000803_7227.fasta	sp|Q9VXG8|ATR_DROME	dom1_2161_2448	UP000000589_10090.fasta	sp|Q9JKK8|ATR_MOUSE	dom1_2284_2558	4.16391642567e-114	0.897160338144	Ortholog
UP000000803_7227.fasta	tr|Q9VYI6|Q9VYI6_DROME	dom1_313_563	UP000000589_10090.fasta	sp|Q60936|COQ8A_MOUSE	dom1_292_542	2.04e-94	0.741355747819	Ortholog
UP000000803_7227.fasta	tr|Q9VZI2|Q9VZI2_DROME	dom1_122_388	UP000000589_10090.fasta	sp|O54967|ACK1_MOUSE	dom1_97_387	2.89230012274e-133	1.04875633667	Ortholog
UP000000803_7227.fasta	tr|Q9W002|Q9W002_DROME	dom1_32_309	UP000000589_10090.fasta	sp|P83510|TNIK_MOUSE	dom1_25_291	4.60548585928e-176	1.38740927994	Ortholog
UP000000803_7227.fasta	tr|Q9W0Q1|Q9W0Q1_DROME	dom1_192_520	UP000000589_10090.fasta	sp|Q9QZR5|HIPK2_MOUSE	dom1_199_527	1e-200	1.58256552759	Ortholog
UP000000803_7227.fasta	sp|Q9W133|ADCK_DROME	dom1_118_369	UP000000589_10090.fasta	sp|Q9D0L4|ADCK1_MOUSE	dom1_117_369	2.464994929e-100	0.788182391081	Ortholog
UP000000803_7227.fasta	tr|Q9W179|Q9W179_DROME	dom1_35_310	UP000000589_10090.fasta	sp|O54988|SLK_MOUSE	dom1_26_305	5.98483082468e-133	1.04625739826	Ortholog
UP000000803_7227.fasta	sp|Q9W1B0|GEK_DROME	dom1_100_369	UP000000589_10090.fasta	sp|Q3UU96|MRCKA_MOUSE	dom1_77_343	9.31483762607e-162	1.27420916033	Ortholog
UP000000803_7227.fasta	tr|Q9W1M7|Q9W1M7_DROME	dom1_600_945	UP000000589_10090.fasta	sp|Q6PF93|PK3C3_MOUSE	dom1_539_886	1.67830271405e-168	1.32757568327	Ortholog
UP000000803_7227.fasta	tr|Q9W2E9|Q9W2E9_DROME	dom1_303_472	UP000000589_10090.fasta	sp|Q8BWD2|IP6K3_MOUSE	dom1_193_390	5.38441268849e-57	0.445245803706	Ortholog
UP000000803_7227.fasta	sp|Q9W2Q7|IPPK_DROME	dom1_51_350	UP000000589_10090.fasta	sp|Q6P1C1|IPPK_MOUSE	dom1_13_453	3.4781029312e-19	0.146060175776	Ortholog
UP000000803_7227.fasta	sp|Q9W354|ERK7_DROME	dom1_24_319	UP000000589_10090.fasta	sp|Q80Y86|MK15_MOUSE	dom1_14_308	7.8549856779e-117	0.918717702397	Ortholog
UP000000803_7227.fasta	tr|Q9W3N8|Q9W3N8_DROME	dom1_18_281	UP000000589_10090.fasta	sp|O35942|NEK2_MOUSE	dom1_5_273	2.26991189256e-99	0.780552898299	Ortholog
UP000000803_7227.fasta	tr|Q9W4F8|Q9W4F8_DROME	dom1_8_263	UP000000589_10090.fasta	sp|Q8BM85|TBCK_MOUSE	dom1_1_273	5.83206652911e-62	0.484535492349	Ortholog
UP000000803_7227.fasta	tr|Q9W532|Q9W532_DROME	dom1_138_402	UP000000589_10090.fasta	sp|Q8CFH6|SIK2_MOUSE	dom1_14_280	2.0799759614e-156	1.23188437089	Ortholog
UP000000803_7227.fasta	sp|Q9Y0Y6|NRBP_DROME	dom1_107_375	UP000000589_10090.fasta	sp|Q99J45|NRBP_MOUSE	dom1_65_328	7.11449225174e-127	0.998186242129	Ortholog
UP000000803_7227.fasta	tr|X2JAG8|X2JAG8_DROME	dom1_592_908	UP000000589_10090.fasta	sp|Q61136|PRP4B_MOUSE	dom1_687_1003	4.90917508345e-188	1.48214376461	Ortholog
UP000005640_9606.fasta	sp|A2RU49|HYKK_HUMAN	dom1_14_351	UP000000589_10090.fasta	sp|Q5U5V2|HYKK_MOUSE	dom1_14_354	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|A2RU49|HYKK_HUMAN	dom1_14_351	UP000000803_7227.fasta	tr|Q9VJ68|Q9VJ68_DROME	dom1_63_393	1.10995495404e-61	0.486282680286	Ortholog
UP000005640_9606.fasta	sp|O00141|SGK1_HUMAN	dom1_97_375	UP000000589_10090.fasta	sp|Q9WVC6|SGK1_MOUSE	dom1_97_375	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O00238|BMR1B_HUMAN	dom1_204_493	UP000000589_10090.fasta	sp|P36898|BMR1B_MOUSE	dom1_204_493	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O00311|CDC7_HUMAN	dom1_58_472	UP000000589_10090.fasta	sp|Q9Z0H0|CDC7_MOUSE	dom1_52_463	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O00311|CDC7_HUMAN	dom1_58_472	UP000000803_7227.fasta	tr|Q9VJ90|Q9VJ90_DROME	dom1_145_517	2.35168025037e-79	0.627281247869	Ortholog
UP000005640_9606.fasta	sp|O00329|PK3CD_HUMAN	dom1_676_1042	UP000000589_10090.fasta	sp|O35904|PK3CD_MOUSE	dom1_675_1041	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O00329|PK3CD_HUMAN	dom1_676_1042	UP000000803_7227.fasta	tr|P91634|P91634_DROME	dom1_722_1086	2.44499488752e-139	1.10581276973	Ortholog
UP000005640_9606.fasta	sp|O00418|EF2K_HUMAN	dom1_103_318	UP000000589_10090.fasta	sp|O08796|EF2K_MOUSE	dom1_102_318	2.36499471458e-163	0.835938956926	Ortholog
UP000005640_9606.fasta	sp|O00443|P3C2A_HUMAN	dom1_1043_1395	UP000000589_10090.fasta	sp|Q61194|P3C2A_MOUSE	dom1_1043_1395	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O00444|PLK4_HUMAN	dom1_11_272	UP000000589_10090.fasta	sp|Q64702|PLK4_MOUSE	dom1_6_284	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O00444|PLK4_HUMAN	dom1_11_272	UP000000803_7227.fasta	sp|O97143|PLK4_DROME	dom1_13_421	5.9897495774e-124	0.983041787573	Ortholog
UP000005640_9606.fasta	sp|O00506|STK25_HUMAN	dom1_20_287	UP000000589_10090.fasta	sp|Q9Z2W1|STK25_MOUSE	dom1_20_290	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O00750|P3C2B_HUMAN	dom1_982_1342	UP000000589_10090.fasta	tr|E9QAN8|E9QAN8_MOUSE	dom1_981_1341	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O00750|P3C2B_HUMAN	dom1_982_1342	UP000000803_7227.fasta	tr|Q7K3H0|Q7K3H0_DROME	dom1_1223_1583	1.61849930491e-147	1.17106428998	Ortholog
UP000005640_9606.fasta	sp|O14578|CTRO_HUMAN	dom1_96_370	UP000000589_10090.fasta	sp|P49025|CTRO_MOUSE	dom1_96_359	1.60623784042e-190	0.97558933788	Ortholog
UP000005640_9606.fasta	sp|O14730|RIOK3_HUMAN	dom1_253_453	UP000000589_10090.fasta	sp|Q9DBU3|RIOK3_MOUSE	dom1_253_453	2.36e-149	0.763980194851	Ortholog
UP000005640_9606.fasta	sp|O14730|RIOK3_HUMAN	dom1_253_453	UP000000803_7227.fasta	tr|Q9VR42|Q9VR42_DROME	dom1_278_487	1.06803089843e-83	0.661927073587	Ortholog
UP000005640_9606.fasta	sp|O14733|MP2K7_HUMAN	dom1_118_382	UP000000589_10090.fasta	sp|Q8CE90|MP2K7_MOUSE	dom1_136_397	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O14733|MP2K7_HUMAN	dom1_118_382	UP000000803_7227.fasta	sp|Q23977|HEP_DROME	dom1_197_456	1.59492946553e-129	1.02751521354	Ortholog
UP000005640_9606.fasta	sp|O14757|CHK1_HUMAN	dom1_9_293	UP000000589_10090.fasta	sp|O35280|CHK1_MOUSE	dom1_9_265	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O14757|CHK1_HUMAN	dom1_9_293	UP000000803_7227.fasta	sp|O61661|CHK1_DROME	dom1_21_279	1.44830935922e-116	0.92413828267	Ortholog
UP000005640_9606.fasta	sp|O14920|IKKB_HUMAN	dom1_15_309	UP000000589_10090.fasta	sp|O88351|IKKB_MOUSE	dom1_15_309	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O14920|IKKB_HUMAN	dom1_15_309	UP000000803_7227.fasta	sp|Q9VEZ5|IKKB_DROME	dom1_36_331	1.74499283666e-52	0.412915189839	Ortholog
UP000005640_9606.fasta	sp|O14936|CSKP_HUMAN	dom1_12_277	UP000000589_10090.fasta	sp|O70589|CSKP_MOUSE	dom1_12_277	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O14936|CSKP_HUMAN	dom1_12_277	UP000000803_7227.fasta	sp|Q24210|CSKP_DROME	dom1_12_278	6.77999262536e-140	1.11025677775	Ortholog
UP000005640_9606.fasta	sp|O14965|AURKA_HUMAN	dom1_128_391	UP000000589_10090.fasta	sp|P97477|AURKA_MOUSE	dom1_119_382	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O14965|AURKA_HUMAN	dom1_128_391	UP000000803_7227.fasta	tr|Q9VGF9|Q9VGF9_DROME	dom1_149_409	1.68997041394e-124	0.987425809359	Ortholog
UP000005640_9606.fasta	sp|O14976|GAK_HUMAN	dom1_40_315	UP000000589_10090.fasta	sp|Q99KY4|GAK_MOUSE	dom1_40_315	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O14976|GAK_HUMAN	dom1_40_315	UP000000803_7227.fasta	tr|Q9VMY8|Q9VMY8_DROME	dom1_50_321	2.15494779519e-102	0.811072701749	Ortholog
UP000005640_9606.fasta	sp|O14986|PI51B_HUMAN	dom1_24_400	UP000000589_10090.fasta	sp|P70181|PI51B_MOUSE	dom1_24_400	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O15021|MAST4_HUMAN	dom1_569_843	UP000000589_10090.fasta	sp|Q811L6|MAST4_MOUSE	dom1_567_841	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O15021|MAST4_HUMAN	dom1_569_843	UP000000803_7227.fasta	tr|Q9VUQ9|Q9VUQ9_DROME	dom1_835_1110	9.37498799999e-164	1.30060051158	Ortholog
UP000005640_9606.fasta	sp|O15075|DCLK1_HUMAN	dom1_386_647	UP000000589_10090.fasta	sp|Q9JLM8|DCLK1_MOUSE	dom1_402_663	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O15111|IKKA_HUMAN	dom1_6_304	UP000000589_10090.fasta	sp|Q60680|IKKA_MOUSE	dom1_6_306	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O15146|MUSK_HUMAN	dom1_575_859	UP000000589_10090.fasta	sp|Q61006|MUSK_MOUSE	dom1_574_860	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O15146|MUSK_HUMAN	dom1_575_859	UP000000803_7227.fasta	sp|Q9V6K3|ROR2_DROME	dom1_439_713	4.60930580457e-130	1.03181607818	Ortholog
UP000005640_9606.fasta	sp|O15197|EPHB6_HUMAN	dom1_668_921	UP000000589_10090.fasta	sp|O08644|EPHB6_MOUSE	dom1_663_914	2.37132874144e-170	0.871914726913	Ortholog
UP000005640_9606.fasta	sp|O15264|MK13_HUMAN	dom1_19_308	UP000000589_10090.fasta	sp|Q9Z1B7|MK13_MOUSE	dom1_19_309	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O15530|PDPK1_HUMAN	dom1_81_367	UP000000589_10090.fasta	sp|Q9Z2A0|PDPK1_MOUSE	dom1_85_370	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O43187|IRAK2_HUMAN	dom1_210_493	UP000000589_10090.fasta	sp|Q8CFA1|IRAK2_MOUSE	dom1_208_490	5.56999102333e-159	0.813465664624	Ortholog
UP000005640_9606.fasta	sp|O43283|M3K13_HUMAN	dom1_148_415	UP000000589_10090.fasta	sp|Q1HKZ5|M3K13_MOUSE	dom1_147_414	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O43283|M3K13_HUMAN	dom1_148_415	UP000000803_7227.fasta	tr|Q9VW24|Q9VW24_DROME	dom1_139_454	3.50803363724e-140	1.11253974075	Ortholog
UP000005640_9606.fasta	sp|O43293|DAPK3_HUMAN	dom1_6_286	UP000000589_10090.fasta	sp|O54784|DAPK3_MOUSE	dom1_6_275	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O43318|M3K7_HUMAN	dom1_31_298	UP000000589_10090.fasta	sp|Q62073|M3K7_MOUSE	dom1_31_298	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O43318|M3K7_HUMAN	dom1_31_298	UP000000803_7227.fasta	sp|Q9V3Q6|M3K7_DROME	dom1_16_273	6.45378958442e-106	0.839183355686	Ortholog
UP000005640_9606.fasta	sp|O43353|RIPK2_HUMAN	dom1_13_299	UP000000589_10090.fasta	sp|P58801|RIPK2_MOUSE	dom1_13_299	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O43683|BUB1_HUMAN	dom1_789_1058	UP000000589_10090.fasta	sp|O08901|BUB1_MOUSE	dom1_763_1039	6.86447375987e-173	0.884962654604	Ortholog
UP000005640_9606.fasta	sp|O43683|BUB1_HUMAN	dom1_789_1058	UP000000803_7227.fasta	tr|A1Z6I7|A1Z6I7_DROME	dom1_1175_1436	5.92931699271e-51	0.400699536828	Ortholog
UP000005640_9606.fasta	sp|O43781|DYRK3_HUMAN	dom1_209_522	UP000000589_10090.fasta	sp|Q922Y0|DYRK3_MOUSE	dom1_208_521	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O60229|KALRN_HUMAN	dom1_2684_2938	UP000000589_10090.fasta	sp|A2CG49|KALRN_MOUSE	dom1_2656_2910	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O60285|NUAK1_HUMAN	dom1_55_318	UP000000589_10090.fasta	sp|Q641K5|NUAK1_MOUSE	dom1_55_319	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O60285|NUAK1_HUMAN	dom1_55_318	UP000000803_7227.fasta	tr|A0A0B4KFP5|A0A0B4KFP5_DROME	dom1_66_338	5.6742047901e-121	0.959295977234	Ortholog
UP000005640_9606.fasta	sp|O60307|MAST3_HUMAN	dom1_366_640	UP000000589_10090.fasta	sp|Q3U214|MAST3_MOUSE	dom1_371_662	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O60331|PI51C_HUMAN	dom1_76_449	UP000000589_10090.fasta	sp|O70161|PI51C_MOUSE	dom1_76_449	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O60566|BUB1B_HUMAN	dom1_750_1045	UP000000589_10090.fasta	sp|Q9Z1S0|BUB1B_MOUSE	dom1_739_1034	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O60674|JAK2_HUMAN	dom1_545_807	UP000000589_10090.fasta	sp|Q62120|JAK2_MOUSE	dom1_545_807	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O60674|JAK2_HUMAN	dom2_849_1126	UP000000589_10090.fasta	sp|Q62120|JAK2_MOUSE	dom2_849_1129	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O75063|XYLK_HUMAN	dom1_188_399	UP000000589_10090.fasta	sp|Q8VCS3|XYLK_MOUSE	dom1_188_399	1.84e-160	0.821078561444	Ortholog
UP000005640_9606.fasta	sp|O75116|ROCK2_HUMAN	dom1_92_359	UP000000589_10090.fasta	sp|P70336|ROCK2_MOUSE	dom1_92_359	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O75116|ROCK2_HUMAN	dom1_92_359	UP000000803_7227.fasta	tr|Q9VXE3|Q9VXE3_DROME	dom1_87_361	9.95901601565e-155	1.22859117772	Ortholog
UP000005640_9606.fasta	sp|O75385|ULK1_HUMAN	dom1_7_278	UP000000589_10090.fasta	sp|O70405|ULK1_MOUSE	dom1_7_278	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O75385|ULK1_HUMAN	dom1_7_278	UP000000803_7227.fasta	tr|Q8MQJ7|Q8MQJ7_DROME	dom1_1_274	1.8994762436e-123	0.979043127003	Ortholog
UP000005640_9606.fasta	sp|O75460|ERN1_HUMAN	dom1_566_832	UP000000589_10090.fasta	sp|Q9EQY0|ERN1_MOUSE	dom1_571_832	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O75460|ERN1_HUMAN	dom1_566_832	UP000000803_7227.fasta	tr|A8JR46|A8JR46_DROME	dom1_548_812	6.86495447909e-112	0.886836003383	Ortholog
UP000005640_9606.fasta	sp|O75582|KS6A5_HUMAN	dom1_49_318	UP000000589_10090.fasta	sp|Q8C050|KS6A5_MOUSE	dom1_48_317	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O75582|KS6A5_HUMAN	dom1_49_318	UP000000803_7227.fasta	sp|Q9V3I5|JIL1_DROME	dom1_261_530	6.98e-133	1.05431164202	Ortholog
UP000005640_9606.fasta	sp|O75582|KS6A5_HUMAN	dom2_423_687	UP000000589_10090.fasta	sp|Q8C050|KS6A5_MOUSE	dom2_422_751	2.17680959204e-145	0.743599579426	Ortholog
UP000005640_9606.fasta	sp|O75676|KS6A4_HUMAN	dom1_33_325	UP000000589_10090.fasta	sp|Q9Z2B9|KS6A4_MOUSE	dom1_33_301	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O75676|KS6A4_HUMAN	dom2_408_703	UP000000589_10090.fasta	sp|Q9Z2B9|KS6A4_MOUSE	dom2_408_674	1e-200	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O75716|STK16_HUMAN	dom1_20_296	UP000000589_10090.fasta	sp|O88697|STK16_MOUSE	dom1_20_296	1e-200	1.02804973864	Ortholog
