Species_1	Protein_1	Domain_1	Species_2	Protein_2	Domain_2	E-value_Full	E-value_Domain	Weight_Full	Weight_Domain	Relationship
UP000000803_7227.fasta	sp|Q9VA38|WARTS_DROME	dom1_719_1020	UP000000589_10090.fasta	sp|Q8BYR2|LATS1_MOUSE	dom1_704_1010	1e-200	4.2248550271e-172	1.37523445952	1.35605441273	Ortholog
UP000000803_7227.fasta	tr|Q9VAH7|Q9VAH7_DROME	dom1_15_261	UP000000589_10090.fasta	sp|Q9EQC5|SCYL1_MOUSE	dom1_29_261	1e-200	1.35941163744e-83	1.37523445952	0.655709510601	Ortholog
UP000000803_7227.fasta	tr|Q9VAR0|Q9VAR0_DROME	dom1_31_314	UP000000589_10090.fasta	sp|Q8CFE4|SCYL2_MOUSE	dom1_32_327	1e-200	1.47969591471e-88	1.37523445952	0.694982286677	Ortholog
UP000000803_7227.fasta	tr|Q9VBU2|Q9VBU2_DROME	dom1_9_276	UP000000589_10090.fasta	sp|Q9CQS5|RIOK2_MOUSE	dom1_9_276	1.29496331994e-157	6.5e-136	1.07878714904	1.06971211548	Ortholog
UP000000803_7227.fasta	tr|Q9VC32|Q9VC32_DROME	dom1_102_365	UP000000589_10090.fasta	sp|Q91ZR4|NEK8_MOUSE	dom1_4_264	5.57411876443e-103	1.71997092999e-86	0.703114910414	0.678639538939	Ortholog
UP000000803_7227.fasta	tr|Q9VD82|Q9VD82_DROME	dom1_8_292	UP000000589_10090.fasta	sp|Q9JHU3|CDK20_MOUSE	dom1_3_288	4.10045119469e-83	4.74998947367e-85	0.566508364705	0.667235796943	Ortholog
UP000000803_7227.fasta	tr|Q9VE06|Q9VE06_DROME	dom1_110_372	UP000000589_10090.fasta	sp|O70146|TESK1_MOUSE	dom1_51_312	2.67105971479e-104	8.77498717948e-108	0.712187969018	0.847121637996	Ortholog
UP000000803_7227.fasta	tr|Q9VE58|Q9VE58_DROME	dom1_28_291	UP000000589_10090.fasta	sp|Q61241|TSSK1_MOUSE	dom1_9_277	3.89245423865e-85	5.19975960983e-84	0.580416166708	0.659012069409	Ortholog
UP000000803_7227.fasta	sp|Q9VEZ5|IKKB_DROME	dom1_36_331	UP000000589_10090.fasta	sp|O88351|IKKB_MOUSE	dom1_15_309	7.77994215917e-51	2.73499542961e-52	0.344558280156	0.408009474872	Ortholog
UP000000803_7227.fasta	tr|Q9VGF9|Q9VGF9_DROME	dom1_149_409	UP000000589_10090.fasta	sp|P97477|AURKA_MOUSE	dom1_119_382	9.32316469875e-128	1.324990566e-124	0.8734831694	0.980223578392	Ortholog
UP000000803_7227.fasta	tr|Q9VGI4|Q9VGI4_DROME	dom1_113_403	UP000000589_10090.fasta	sp|O08605|MKNK1_MOUSE	dom1_48_343	9.74484479097e-140	1.61996913551e-141	0.955865134905	1.11405090622	Ortholog
UP000000803_7227.fasta	tr|Q9VHF6|Q9VHF6_DROME	dom1_6_296	UP000000589_10090.fasta	sp|Q3U3Q1|ULK3_MOUSE	dom1_11_277	4.83124207632e-119	3.11207326392e-99	0.81356079725	0.779468517972	Ortholog
UP000000803_7227.fasta	tr|Q9VHH2|Q9VHH2_DROME	dom1_28_318	UP000000589_10090.fasta	sp|Q8VD65|PI3R4_MOUSE	dom1_26_313	1e-200	8.74419807644e-107	1.37523445952	0.83922088932	Ortholog
UP000000803_7227.fasta	tr|Q9VI84|Q9VI84_DROME	dom1_30_312	UP000000589_10090.fasta	sp|O88697|STK16_MOUSE	dom1_20_296	4.1888065126e-77	5.34966354082e-76	0.525187666826	0.595611778673	Ortholog
UP000000803_7227.fasta	tr|Q9VJ30|Q9VJ30_DROME	dom1_46_316	UP000000589_10090.fasta	sp|Q3UHJ0|AAK1_MOUSE	dom1_46_313	1.79891634047e-133	8.659855657e-133	0.912777416234	1.04498771564	Ortholog
UP000000803_7227.fasta	tr|Q9VJ68|Q9VJ68_DROME	dom1_63_393	UP000000589_10090.fasta	sp|Q5U5V2|HYKK_MOUSE	dom1_14_354	8.15919726444e-56	2.14471443321e-54	0.37879700384	0.424670622913	Ortholog
UP000000803_7227.fasta	tr|Q9VJ90|Q9VJ90_DROME	dom1_145_517	UP000000589_10090.fasta	sp|Q9Z0H0|CDC7_MOUSE	dom1_52_463	8.49146630447e-84	1.25331560271e-78	0.571210627956	0.616424620349	Ortholog
UP000000803_7227.fasta	sp|Q9VK45|TOR_DROME	dom1_2022_2352	UP000000589_10090.fasta	sp|Q9JLN9|MTOR_MOUSE	dom1_2115_2482	1e-200	1e-200	1.37523445952	1.58256552759	Ortholog
UP000000803_7227.fasta	tr|Q9VL64|Q9VL64_DROME	dom1_4_284	UP000000589_10090.fasta	sp|Q9JKV2|ICK_MOUSE	dom1_4_290	9.42528514158e-153	7.26955982161e-158	1.0453549447	1.24340980157	Ortholog
UP000000803_7227.fasta	tr|Q9VMN3|Q9VMN3_DROME	dom1_47_335	UP000000589_10090.fasta	sp|Q8CEQ0|CDKL1_MOUSE	dom1_4_287	2.52820094138e-148	6.43476495297e-148	1.01490369816	1.16470071062	Ortholog
UP000000803_7227.fasta	tr|Q9VMY8|Q9VMY8_DROME	dom1_50_321	UP000000589_10090.fasta	sp|Q99KY4|GAK_MOUSE	dom1_40_315	2.1872585581e-171	3.63491402924e-101	1.17348825107	0.79476049788	Ortholog
UP000000803_7227.fasta	tr|Q9VN23|Q9VN23_DROME	dom1_148_413	UP000000589_10090.fasta	sp|Q9JJX8|ST32B_MOUSE	dom1_20_331	2.20923063531e-139	4.05198716681e-117	0.953420888546	0.920992461009	Ortholog
UP000000803_7227.fasta	tr|Q9VND3|Q9VND3_DROME	dom1_292_663	UP000000589_10090.fasta	sp|Q8CBQ5|P4K2B_MOUSE	dom1_117_415	4.15518952636e-129	2.75370659294e-101	0.882772689208	0.795714598778	Ortholog
UP000000803_7227.fasta	sp|Q9VP22|CDK12_DROME	dom1_797_1098	UP000000589_10090.fasta	sp|Q69ZA1|CDK13_MOUSE	dom1_704_998	1e-200	6.98448280118e-168	1.37523445952	1.32267555433	Ortholog
UP000000803_7227.fasta	sp|Q9VPC0|KP58_DROME	dom1_558_851	UP000000589_10090.fasta	sp|P24788|CD11B_MOUSE	dom1_427_712	1e-200	2.76971117628e-162	1.37523445952	1.27837716954	Ortholog
UP000000803_7227.fasta	tr|Q9VPW3|Q9VPW3_DROME	dom1_56_340	UP000000589_10090.fasta	sp|Q8BHI9|NIM1_MOUSE	dom1_65_354	1.09659928871e-98	2.70488447073e-101	0.673589508492	0.795776073092	Ortholog
UP000000803_7227.fasta	tr|Q9VR42|Q9VR42_DROME	dom1_278_487	UP000000589_10090.fasta	sp|Q9DBU3|RIOK3_MOUSE	dom1_253_453	1.1903780912e-124	4.37332825203e-86	0.852124942316	0.675432541359	Ortholog
UP000000803_7227.fasta	tr|Q9VR61|Q9VR61_DROME	dom1_199_511	UP000000589_10090.fasta	sp|Q9WUT3|KS6A2_MOUSE	dom1_59_373	1e-200	1.57499206347e-175	1.37523445952	1.3831838069	Ortholog
UP000000803_7227.fasta	tr|Q9VR61|Q9VR61_DROME	dom2_568_834	UP000000589_10090.fasta	sp|Q9WUT3|KS6A2_MOUSE	dom2_415_672	1e-200	6.11800621118e-114	1.37523445952	0.89583804206	Ortholog
UP000000803_7227.fasta	tr|Q9VRJ6|Q9VRJ6_DROME	dom1_3_224	UP000000589_10090.fasta	sp|Q99PW4|PRPK_MOUSE	dom1_27_244	2.17887585695e-66	1.84493902338e-67	0.451501626786	0.528054781886	Ortholog
UP000000803_7227.fasta	sp|Q9VT57|CDK8_DROME	dom1_21_335	UP000000589_10090.fasta	sp|Q8R3L8|CDK8_MOUSE	dom1_20_335	1e-200	1e-200	1.37523445952	1.58256552759	Ortholog
UP000000803_7227.fasta	tr|Q9VTG5|Q9VTG5_DROME	dom1_143_395	UP000000589_10090.fasta	sp|Q80V03|ADCK5_MOUSE	dom1_169_420	5.16526862806e-131	8.61945473914e-88	0.895875221253	0.688926541773	Ortholog
UP000000803_7227.fasta	tr|Q9VTL5|Q9VTL5_DROME	dom1_196_395	UP000000589_10090.fasta	sp|Q922Q2|RIOK1_MOUSE	dom1_130_370	4.333589736e-154	4.1918969453e-100	1.05455145867	0.786357736017	Ortholog
UP000000803_7227.fasta	tr|Q9VX24|Q9VX24_DROME	dom1_28_292	UP000000589_10090.fasta	sp|Q9JJ78|TOPK_MOUSE	dom1_31_323	2.86911136068e-62	3.54067790119e-59	0.423175132424	0.462512004435	Ortholog
UP000000803_7227.fasta	tr|Q9VXE3|Q9VXE3_DROME	dom1_87_361	UP000000589_10090.fasta	sp|P70336|ROCK2_MOUSE	dom1_92_359	1e-200	2.93972787856e-154	1.37523445952	1.21486982263	Ortholog
UP000000803_7227.fasta	sp|Q9VXE5|PAKM_DROME	dom1_365_620	UP000000589_10090.fasta	sp|Q8C015|PAK5_MOUSE	dom1_447_700	5.72747762981e-177	1.16498927034e-161	1.21187060973	1.27344045574	Ortholog
UP000000803_7227.fasta	sp|Q9VXG8|ATR_DROME	dom1_2161_2448	UP000000589_10090.fasta	sp|Q9JKK8|ATR_MOUSE	dom1_2284_2558	1e-200	4.16391642567e-114	1.37523445952	0.897160338144	Ortholog
UP000000803_7227.fasta	tr|Q9VYI6|Q9VYI6_DROME	dom1_313_563	UP000000589_10090.fasta	sp|Q60936|COQ8A_MOUSE	dom1_292_542	7.37780455149e-166	2.04e-94	1.1354765848	0.741355747819	Ortholog
UP000000803_7227.fasta	tr|Q9VZI2|Q9VZI2_DROME	dom1_122_388	UP000000589_10090.fasta	sp|O54967|ACK1_MOUSE	dom1_97_387	9.78488630491e-170	2.89230012274e-133	1.16213805835	1.04875633667	Ortholog
UP000000803_7227.fasta	tr|Q9W002|Q9W002_DROME	dom1_32_309	UP000000589_10090.fasta	sp|P83510|TNIK_MOUSE	dom1_25_291	1e-200	4.60548585928e-176	1.37523445952	1.38740927994	Ortholog
UP000000803_7227.fasta	tr|Q9W0Q1|Q9W0Q1_DROME	dom1_192_520	UP000000589_10090.fasta	sp|Q9QZR5|HIPK2_MOUSE	dom1_199_527	1e-200	1e-200	1.37523445952	1.58256552759	Ortholog
UP000000803_7227.fasta	sp|Q9W133|ADCK_DROME	dom1_118_369	UP000000589_10090.fasta	sp|Q9D0L4|ADCK1_MOUSE	dom1_117_369	5.90669112109e-165	2.464994929e-100	1.12926453306	0.788182391081	Ortholog
UP000000803_7227.fasta	tr|Q9W179|Q9W179_DROME	dom1_35_310	UP000000589_10090.fasta	sp|O54988|SLK_MOUSE	dom1_26_305	5.1152712538e-128	5.98483082468e-133	0.87527575099	1.04625739826	Ortholog
UP000000803_7227.fasta	sp|Q9W1B0|GEK_DROME	dom1_100_369	UP000000589_10090.fasta	sp|Q3UU96|MRCKA_MOUSE	dom1_77_343	1e-200	9.31483762607e-162	1.37523445952	1.27420916033	Ortholog
UP000000803_7227.fasta	tr|Q9W1M7|Q9W1M7_DROME	dom1_600_945	UP000000589_10090.fasta	sp|Q6PF93|PK3C3_MOUSE	dom1_539_886	4.01248052955e-190	1.67830271405e-168	1.30232356521	1.32757568327	Ortholog
UP000000803_7227.fasta	tr|Q9W2E9|Q9W2E9_DROME	dom1_303_472	UP000000589_10090.fasta	sp|Q8BWD2|IP6K3_MOUSE	dom1_193_390	1.2742056349e-58	5.38441268849e-57	0.398094348179	0.445245803706	Ortholog
UP000000803_7227.fasta	sp|Q9W2Q7|IPPK_DROME	dom1_51_350	UP000000589_10090.fasta	sp|Q6P1C1|IPPK_MOUSE	dom1_13_453	4.85391594488e-18	3.4781029312e-19	0.119053412824	0.146060175776	Ortholog
UP000000803_7227.fasta	sp|Q9W354|ERK7_DROME	dom1_24_319	UP000000589_10090.fasta	sp|Q80Y86|MK15_MOUSE	dom1_14_308	6.21466008725e-116	7.8549856779e-117	0.792180311913	0.918717702397	Ortholog
UP000000803_7227.fasta	tr|Q9W3N8|Q9W3N8_DROME	dom1_18_281	UP000000589_10090.fasta	sp|O35942|NEK2_MOUSE	dom1_5_273	1.09398354649e-93	2.26991189256e-99	0.639215778761	0.780552898299	Ortholog
UP000000803_7227.fasta	tr|Q9W4F8|Q9W4F8_DROME	dom1_8_263	UP000000589_10090.fasta	sp|Q8BM85|TBCK_MOUSE	dom1_1_273	1e-200	5.83206652911e-62	1.37523445952	0.484535492349	Ortholog
UP000000803_7227.fasta	tr|Q9W532|Q9W532_DROME	dom1_138_402	UP000000589_10090.fasta	sp|Q8CFH6|SIK2_MOUSE	dom1_14_280	2.86942502951e-154	2.0799759614e-156	1.05578265734	1.23188437089	Ortholog
UP000000803_7227.fasta	sp|Q9Y0Y6|NRBP_DROME	dom1_107_375	UP000000589_10090.fasta	sp|Q99J45|NRBP_MOUSE	dom1_65_328	3.70135110466e-187	7.11449225174e-127	1.28193607641	0.998186242129	Ortholog
UP000000803_7227.fasta	tr|X2JAG8|X2JAG8_DROME	dom1_592_908	UP000000589_10090.fasta	sp|Q61136|PRP4B_MOUSE	dom1_687_1003	1e-200	4.90917508345e-188	1.37523445952	1.48214376461	Ortholog
UP000005640_9606.fasta	sp|A2RU49|HYKK_HUMAN	dom1_14_351	UP000000589_10090.fasta	sp|Q5U5V2|HYKK_MOUSE	dom1_14_354	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|A2RU49|HYKK_HUMAN	dom1_14_351	UP000000803_7227.fasta	tr|Q9VJ68|Q9VJ68_DROME	dom1_63_393	8.40687218887e-63	1.10995495404e-61	0.438663413996	0.486282680286	Ortholog
UP000005640_9606.fasta	sp|O00141|SGK1_HUMAN	dom1_97_375	UP000000589_10090.fasta	sp|Q9WVC6|SGK1_MOUSE	dom1_97_375	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O00238|BMR1B_HUMAN	dom1_204_493	UP000000589_10090.fasta	sp|P36898|BMR1B_MOUSE	dom1_204_493	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O00311|CDC7_HUMAN	dom1_58_472	UP000000589_10090.fasta	sp|Q9Z0H0|CDC7_MOUSE	dom1_52_463	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O00311|CDC7_HUMAN	dom1_58_472	UP000000803_7227.fasta	tr|Q9VJ90|Q9VJ90_DROME	dom1_145_517	1.44067692423e-88	2.35168025037e-79	0.620742587996	0.627281247869	Ortholog
UP000005640_9606.fasta	sp|O00329|PK3CD_HUMAN	dom1_676_1042	UP000000589_10090.fasta	sp|O35904|PK3CD_MOUSE	dom1_675_1041	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O00329|PK3CD_HUMAN	dom1_676_1042	UP000000803_7227.fasta	tr|P91634|P91634_DROME	dom1_722_1086	1e-200	2.44499488752e-139	1.41332527025	1.10581276973	Ortholog
UP000005640_9606.fasta	sp|O00418|EF2K_HUMAN	dom1_103_318	UP000000589_10090.fasta	sp|O08796|EF2K_MOUSE	dom1_102_318	1e-200	2.36499471458e-163	1.01063024955	0.835938956926	Ortholog
UP000005640_9606.fasta	sp|O00443|P3C2A_HUMAN	dom1_1043_1395	UP000000589_10090.fasta	sp|Q61194|P3C2A_MOUSE	dom1_1043_1395	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O00444|PLK4_HUMAN	dom1_11_272	UP000000589_10090.fasta	sp|Q64702|PLK4_MOUSE	dom1_6_284	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O00444|PLK4_HUMAN	dom1_11_272	UP000000803_7227.fasta	sp|O97143|PLK4_DROME	dom1_13_421	1.82130722285e-115	5.9897495774e-124	0.810821999542	0.983041787573	Ortholog
UP000005640_9606.fasta	sp|O00506|STK25_HUMAN	dom1_20_287	UP000000589_10090.fasta	sp|Q9Z2W1|STK25_MOUSE	dom1_20_290	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O00750|P3C2B_HUMAN	dom1_982_1342	UP000000589_10090.fasta	tr|E9QAN8|E9QAN8_MOUSE	dom1_981_1341	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O14578|CTRO_HUMAN	dom1_96_370	UP000000589_10090.fasta	sp|P49025|CTRO_MOUSE	dom1_96_359	1e-200	1.60623784042e-190	1.01063024955	0.97558933788	Ortholog
UP000005640_9606.fasta	sp|O14730|RIOK3_HUMAN	dom1_253_453	UP000000589_10090.fasta	sp|Q9DBU3|RIOK3_MOUSE	dom1_253_453	1e-200	2.36e-149	1.01063024955	0.763980194851	Ortholog
UP000005640_9606.fasta	sp|O14730|RIOK3_HUMAN	dom1_253_453	UP000000803_7227.fasta	tr|Q9VR42|Q9VR42_DROME	dom1_278_487	9.35692257102e-124	1.06803089843e-83	0.869399033255	0.661927073587	Ortholog
UP000005640_9606.fasta	sp|O14733|MP2K7_HUMAN	dom1_118_382	UP000000589_10090.fasta	sp|Q8CE90|MP2K7_MOUSE	dom1_136_397	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O14733|MP2K7_HUMAN	dom1_118_382	UP000000803_7227.fasta	sp|Q23977|HEP_DROME	dom1_197_456	7.5524830354e-140	1.59492946553e-129	0.98312255695	1.02751521354	Ortholog
UP000005640_9606.fasta	sp|O14757|CHK1_HUMAN	dom1_9_293	UP000000589_10090.fasta	sp|O35280|CHK1_MOUSE	dom1_9_265	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O14757|CHK1_HUMAN	dom1_9_293	UP000000803_7227.fasta	sp|O61661|CHK1_DROME	dom1_21_279	1.99607114102e-152	1.44830935922e-116	1.07200597365	0.92413828267	Ortholog
UP000005640_9606.fasta	sp|O14920|IKKB_HUMAN	dom1_15_309	UP000000589_10090.fasta	sp|O88351|IKKB_MOUSE	dom1_15_309	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O14920|IKKB_HUMAN	dom1_15_309	UP000000803_7227.fasta	sp|Q9VEZ5|IKKB_DROME	dom1_36_331	5.13497809148e-53	1.74499283666e-52	0.369510085857	0.412915189839	Ortholog
UP000005640_9606.fasta	sp|O14936|CSKP_HUMAN	dom1_12_277	UP000000589_10090.fasta	sp|O70589|CSKP_MOUSE	dom1_12_277	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O14936|CSKP_HUMAN	dom1_12_277	UP000000803_7227.fasta	sp|Q24210|CSKP_DROME	dom1_12_278	1e-200	6.77999262536e-140	1.41332527025	1.11025677775	Ortholog
UP000005640_9606.fasta	sp|O14965|AURKA_HUMAN	dom1_128_391	UP000000589_10090.fasta	sp|P97477|AURKA_MOUSE	dom1_119_382	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O14965|AURKA_HUMAN	dom1_128_391	UP000000803_7227.fasta	tr|Q9VGF9|Q9VGF9_DROME	dom1_149_409	1.80493767205e-126	1.68997041394e-124	0.88858259765	0.987425809359	Ortholog
UP000005640_9606.fasta	sp|O14976|GAK_HUMAN	dom1_40_315	UP000000589_10090.fasta	sp|Q99KY4|GAK_MOUSE	dom1_40_315	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O14976|GAK_HUMAN	dom1_40_315	UP000000803_7227.fasta	tr|Q9VMY8|Q9VMY8_DROME	dom1_50_321	1.36436798555e-175	2.15494779519e-102	1.23570610083	0.811072701749	Ortholog
UP000005640_9606.fasta	sp|O14986|PI51B_HUMAN	dom1_24_400	UP000000589_10090.fasta	sp|P70181|PI51B_MOUSE	dom1_24_400	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O15021|MAST4_HUMAN	dom1_569_843	UP000000589_10090.fasta	sp|Q811L6|MAST4_MOUSE	dom1_567_841	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O15075|DCLK1_HUMAN	dom1_386_647	UP000000589_10090.fasta	sp|Q9JLM8|DCLK1_MOUSE	dom1_402_663	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O15111|IKKA_HUMAN	dom1_6_304	UP000000589_10090.fasta	sp|Q60680|IKKA_MOUSE	dom1_6_306	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O15146|MUSK_HUMAN	dom1_575_859	UP000000589_10090.fasta	sp|Q61006|MUSK_MOUSE	dom1_574_860	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O15146|MUSK_HUMAN	dom1_575_859	UP000000803_7227.fasta	sp|Q9V6K3|ROR2_DROME	dom1_439_713	6.22996789719e-122	4.60930580457e-130	0.856514080501	1.03181607818	Ortholog
UP000005640_9606.fasta	sp|O15197|EPHB6_HUMAN	dom1_668_921	UP000000589_10090.fasta	sp|O08644|EPHB6_MOUSE	dom1_663_914	1e-200	2.37132874144e-170	1.01063024955	0.871914726913	Ortholog
UP000005640_9606.fasta	sp|O15264|MK13_HUMAN	dom1_19_308	UP000000589_10090.fasta	sp|Q9Z1B7|MK13_MOUSE	dom1_19_309	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O15530|PDPK1_HUMAN	dom1_81_367	UP000000589_10090.fasta	sp|Q9Z2A0|PDPK1_MOUSE	dom1_85_370	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O43187|IRAK2_HUMAN	dom1_210_493	UP000000589_10090.fasta	sp|Q8CFA1|IRAK2_MOUSE	dom1_208_490	1e-200	5.56999102333e-159	1.01063024955	0.813465664624	Ortholog
UP000005640_9606.fasta	sp|O43283|M3K13_HUMAN	dom1_148_415	UP000000589_10090.fasta	sp|Q1HKZ5|M3K13_MOUSE	dom1_147_414	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O43293|DAPK3_HUMAN	dom1_6_286	UP000000589_10090.fasta	sp|O54784|DAPK3_MOUSE	dom1_6_275	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O43318|M3K7_HUMAN	dom1_31_298	UP000000589_10090.fasta	sp|Q62073|M3K7_MOUSE	dom1_31_298	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O43318|M3K7_HUMAN	dom1_31_298	UP000000803_7227.fasta	sp|Q9V3Q6|M3K7_DROME	dom1_16_273	5.72048074903e-106	6.45378958442e-106	0.743709900568	0.839183355686	Ortholog
UP000005640_9606.fasta	sp|O43353|RIPK2_HUMAN	dom1_13_299	UP000000589_10090.fasta	sp|P58801|RIPK2_MOUSE	dom1_13_299	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O43683|BUB1_HUMAN	dom1_789_1058	UP000000589_10090.fasta	sp|O08901|BUB1_MOUSE	dom1_763_1039	1e-200	6.86447375987e-173	1.01063024955	0.884962654604	Ortholog
UP000005640_9606.fasta	sp|O43683|BUB1_HUMAN	dom1_789_1058	UP000000803_7227.fasta	tr|A1Z6I7|A1Z6I7_DROME	dom1_1175_1436	1.82901612896e-45	5.92931699271e-51	0.316145192462	0.400699536828	Ortholog
UP000005640_9606.fasta	sp|O43781|DYRK3_HUMAN	dom1_209_522	UP000000589_10090.fasta	sp|Q922Y0|DYRK3_MOUSE	dom1_208_521	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O60229|KALRN_HUMAN	dom1_2684_2938	UP000000589_10090.fasta	sp|A2CG49|KALRN_MOUSE	dom1_2656_2910	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O60285|NUAK1_HUMAN	dom1_55_318	UP000000589_10090.fasta	sp|Q641K5|NUAK1_MOUSE	dom1_55_319	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O60285|NUAK1_HUMAN	dom1_55_318	UP000000803_7227.fasta	tr|A0A0B4KFP5|A0A0B4KFP5_DROME	dom1_66_338	1.02825094213e-113	5.6742047901e-121	0.798443277759	0.959295977234	Ortholog
UP000005640_9606.fasta	sp|O60307|MAST3_HUMAN	dom1_366_640	UP000000589_10090.fasta	sp|Q3U214|MAST3_MOUSE	dom1_371_662	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O60331|PI51C_HUMAN	dom1_76_449	UP000000589_10090.fasta	sp|O70161|PI51C_MOUSE	dom1_76_449	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O60566|BUB1B_HUMAN	dom1_750_1045	UP000000589_10090.fasta	sp|Q9Z1S0|BUB1B_MOUSE	dom1_739_1034	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O60674|JAK2_HUMAN	dom1_545_807	UP000000589_10090.fasta	sp|Q62120|JAK2_MOUSE	dom1_545_807	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O60674|JAK2_HUMAN	dom2_849_1126	UP000000589_10090.fasta	sp|Q62120|JAK2_MOUSE	dom2_849_1129	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O75063|XYLK_HUMAN	dom1_188_399	UP000000589_10090.fasta	sp|Q8VCS3|XYLK_MOUSE	dom1_188_399	1e-200	1.84e-160	1.01063024955	0.821078561444	Ortholog
UP000005640_9606.fasta	sp|O75116|ROCK2_HUMAN	dom1_92_359	UP000000589_10090.fasta	sp|P70336|ROCK2_MOUSE	dom1_92_359	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O75116|ROCK2_HUMAN	dom1_92_359	UP000000803_7227.fasta	tr|Q9VXE3|Q9VXE3_DROME	dom1_87_361	1e-200	9.95901601565e-155	1.41332527025	1.22859117772	Ortholog
UP000005640_9606.fasta	sp|O75385|ULK1_HUMAN	dom1_7_278	UP000000589_10090.fasta	sp|O70405|ULK1_MOUSE	dom1_7_278	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O75385|ULK1_HUMAN	dom1_7_278	UP000000803_7227.fasta	tr|Q8MQJ7|Q8MQJ7_DROME	dom1_1_274	2.75592089872e-110	1.8994762436e-123	0.774217698034	0.979043127003	Ortholog
UP000005640_9606.fasta	sp|O75460|ERN1_HUMAN	dom1_566_832	UP000000589_10090.fasta	sp|Q9EQY0|ERN1_MOUSE	dom1_571_832	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O75582|KS6A5_HUMAN	dom1_49_318	UP000000803_7227.fasta	sp|Q9V3I5|JIL1_DROME	dom1_261_530	1e-200	6.98e-133	1.41332527025	1.05431164202	Ortholog
UP000005640_9606.fasta	sp|O75676|KS6A4_HUMAN	dom1_33_325	UP000000589_10090.fasta	sp|Q9Z2B9|KS6A4_MOUSE	dom1_33_301	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O75676|KS6A4_HUMAN	dom2_408_703	UP000000589_10090.fasta	sp|Q9Z2B9|KS6A4_MOUSE	dom2_408_674	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
UP000005640_9606.fasta	sp|O75716|STK16_HUMAN	dom1_20_296	UP000000589_10090.fasta	sp|O88697|STK16_MOUSE	dom1_20_296	1e-200	1e-200	1.01063024955	1.02804973864	Ortholog
